32,16,0.1,0.7313519004371838
32,16,0.2,0.7270963080130691
32,16,0.3,0.732535979044902
32,16,0.4,0.7394195775784588
32,32,0.1,0.7394783951763312
32,32,0.2,0.733831489051475
32,32,0.3,0.7381681307864802
32,32,0.4,0.7338684417462608
32,64,0.1,0.744558547408589
32,64,0.2,0.7455572080216253
32,64,0.3,0.7348267206581272
32,64,0.4,0.7369918767695907
64,16,0.1,0.7213418951210019
64,16,0.2,0.7394507751626638
64,16,0.3,0.7205751043613422
64,16,0.4,0.7210382968680928
64,32,0.1,0.7534290638155412
64,32,0.2,0.7611695655736643
64,32,0.3,0.7273384350361095
64,32,0.4,0.7427693631325157
64,64,0.1,0.7376929097514271
64,64,0.2,0.7516263963017294
64,64,0.3,0.7518014574200141
64,64,0.4,0.7273097486417511
128,16,0.1,0.736357338645019
128,16,0.2,0.7193668875138262
128,16,0.3,0.7371185499481661
128,16,0.4,0.7697490950612975
128,32,0.1,0.7221320382564481
128,32,0.2,0.7394232705158935
128,32,0.3,0.731557845170078
128,32,0.4,0.7382593739250086
128,64,0.1,0.7314163855481093
128,64,0.2,0.7607585455861319
